"store_id","customer","amount","payment_date","staff","manager_staff_id"
2,"Tammy Sanders","4.99","2007-02-17 04:28:49.996577","Mike Hillyer",1
2,"Tammy Sanders","7.99","2007-02-17 22:08:16.996577","Mike Hillyer",1
2,"Tammy Sanders","4.99","2007-02-19 14:24:56.996577","Jon Stephens",2
2,"Tammy Sanders","6.99","2007-02-20 12:18:26.996577","Jon Stephens",2
2,"Tammy Sanders","4.99","2007-02-20 23:28:51.996577","Mike Hillyer",1
2,"Irene Price","0.99","2007-02-15 19:56:08.996577","Jon Stephens",2
2,"Irene Price","6.99","2007-02-16 18:32:54.996577","Mike Hillyer",1
2,"Irene Price","0.99","2007-02-17 18:15:47.996577","Jon Stephens",2
2,"Irene Price","1.99","2007-02-18 14:19:51.996577","Jon Stephens",2
2,"Irene Price","0.99","2007-02-20 00:51:08.996577","Mike Hillyer",1
2,"Irene Price","0.99","2007-02-21 15:33:55.996577","Jon Stephens",2
2,"Jane Bennett","4.99","2007-02-16 12:39:50.996577","Mike Hillyer",1
2,"Jane Bennett","3.99","2007-02-18 11:22:44.996577","Mike Hillyer",1
2,"Jane Bennett","8.99","2007-02-18 17:57:47.996577","Jon Stephens",2
2,"Jane Bennett","2.99","2007-02-20 19:05:19.996577","Mike Hillyer",1
2,"Jane Bennett","0.99","2007-02-21 01:16:47.996577","Jon Stephens",2
1,"Lori Wood","2.99","2007-02-18 00:47:47.996577","Mike Hillyer",1
1,"Lori Wood","6.99","2007-02-20 04:34:19.996577","Jon Stephens",2
1,"Lori Wood","7.99","2007-02-21 01:40:47.996577","Jon Stephens",2
1,"Rachel Barnes","4.99","2007-02-20 14:46:22.996577","Jon Stephens",2
1,"Rachel Barnes","2.99","2007-02-20 21:03:38.996577","Jon Stephens",2
1,"Marilyn Ross","2.99","2007-02-19 04:16:52.996577","Mike Hillyer",1
1,"Marilyn Ross","8.99","2007-02-19 17:57:43.996577","Jon Stephens",2
1,"Marilyn Ross","3.99","2007-02-21 11:36:47.996577","Mike Hillyer",1
1,"Andrea Henderson","1.99","2007-02-19 12:54:35.996577","Mike Hillyer",1
1,"Andrea Henderson","5.99","2007-02-19 21:40:14.996577","Mike Hillyer",1
1,"Andrea Henderson","4.99","2007-02-21 00:49:07.996577","Mike Hillyer",1
1,"Kathryn Coleman","0.99","2007-02-15 17:07:17.996577","Mike Hillyer",1
1,"Kathryn Coleman","0.99","2007-02-16 01:49:59.996577","Jon Stephens",2
1,"Kathryn Coleman","8.99","2007-02-18 21:58:19.996577","Mike Hillyer",1
1,"Kathryn Coleman","8.99","2007-02-19 18:41:59.996577","Mike Hillyer",1
1,"Kathryn Coleman","0.99","2007-02-21 08:23:38.996577","Jon Stephens",2
1,"Louise Jenkins","5.99","2007-02-15 11:42:15.996577","Mike Hillyer",1
1,"Louise Jenkins","5.99","2007-02-16 03:41:03.996577","Mike Hillyer",1
1,"Louise Jenkins","3.99","2007-02-16 05:34:32.996577","Jon Stephens",2
1,"Louise Jenkins","4.99","2007-02-21 00:51:42.996577","Jon Stephens",2
2,"Sara Perry","0.99","2007-02-15 00:06:04.996577","Jon Stephens",2
2,"Sara Perry","4.99","2007-02-15 09:10:39.996577","Jon Stephens",2
2,"Sara Perry","0.99","2007-02-16 19:44:33.996577","Jon Stephens",2
2,"Sara Perry","5.99","2007-02-17 10:25:41.996577","Mike Hillyer",1
2,"Sara Perry","0.99","2007-02-17 12:59:28.996577","Jon Stephens",2
2,"Sara Perry","0.99","2007-02-18 15:21:59.996577","Jon Stephens",2
2,"Anne Powell","1.99","2007-02-16 10:35:23.996577","Mike Hillyer",1
2,"Anne Powell","5.99","2007-02-17 19:30:51.996577","Mike Hillyer",1
2,"Anne Powell","0.99","2007-02-19 17:21:31.996577","Jon Stephens",2
2,"Anne Powell","4.99","2007-02-20 19:57:43.996577","Mike Hillyer",1
2,"Anne Powell","1.99","2007-02-21 06:20:56.996577","Mike Hillyer",1
2,"Anne Powell","3.99","2007-02-21 15:35:04.996577","Jon Stephens",2
2,"Jacqueline Long","4.99","2007-02-16 07:04:05.996577","Jon Stephens",2
2,"Jacqueline Long","0.99","2007-02-16 20:12:11.996577","Jon Stephens",2
2,"Jacqueline Long","2.99","2007-02-17 04:42:00.996577","Jon Stephens",2
2,"Jacqueline Long","4.99","2007-02-17 20:10:00.996577","Mike Hillyer",1
2,"Jacqueline Long","4.99","2007-02-18 22:44:49.996577","Mike Hillyer",1
2,"Jacqueline Long","0.99","2007-02-20 23:11:42.996577","Mike Hillyer",1
2,"Jacqueline Long","4.99","2007-02-21 03:35:57.996577","Jon Stephens",2
1,"Wanda Patterson","4.99","2007-02-16 02:40:51.996577","Jon Stephens",2
1,"Wanda Patterson","2.99","2007-02-17 03:14:07.996577","Mike Hillyer",1
1,"Wanda Patterson","2.99","2007-02-18 15:19:10.996577","Jon Stephens",2
1,"Wanda Patterson","4.99","2007-02-18 22:31:54.996577","Mike Hillyer",1
1,"Wanda Patterson","9.99","2007-02-20 16:54:23.996577","Jon Stephens",2
2,"Bonnie Hughes","2.99","2007-02-15 16:58:26.996577","Mike Hillyer",1
2,"Bonnie Hughes","7.99","2007-02-18 19:50:49.996577","Mike Hillyer",1
2,"Bonnie Hughes","2.99","2007-02-19 23:37:40.996577","Mike Hillyer",1
1,"Julia Flores","8.99","2007-02-15 04:33:44.996577","Mike Hillyer",1
1,"Julia Flores","7.99","2007-02-15 15:13:33.996577","Jon Stephens",2
1,"Julia Flores","4.99","2007-02-17 06:35:19.996577","Mike Hillyer",1
1,"Julia Flores","0.99","2007-02-18 23:14:22.996577","Mike Hillyer",1
1,"Julia Flores","7.99","2007-02-19 20:12:37.996577","Mike Hillyer",1
2,"Ruby Washington","0.99","2007-02-17 11:53:09.996577","Jon Stephens",2
2,"Ruby Washington","6.99","2007-02-19 03:31:02.996577","Jon Stephens",2
2,"Ruby Washington","0.99","2007-02-20 17:38:12.996577","Jon Stephens",2
2,"Lois Butler","4.99","2007-02-15 08:03:16.996577","Mike Hillyer",1
2,"Lois Butler","3.99","2007-02-18 18:06:46.996577","Mike Hillyer",1
2,"Lois Butler","0.99","2007-02-20 01:45:18.996577","Mike Hillyer",1
2,"Lois Butler","2.99","2007-02-21 12:36:01.996577","Jon Stephens",2
2,"Tina Simmons","4.99","2007-02-17 15:45:45.996577","Jon Stephens",2
2,"Tina Simmons","0.99","2007-02-18 23:09:34.996577","Mike Hillyer",1
2,"Tina Simmons","8.99","2007-02-19 14:27:30.996577","Mike Hillyer",1
1,"Phyllis Foster","4.99","2007-02-18 03:50:22.996577","Jon Stephens",2
1,"Phyllis Foster","0.99","2007-02-20 16:02:21.996577","Mike Hillyer",1
1,"Norma Gonzales","2.99","2007-02-15 01:42:31.996577","Jon Stephens",2
1,"Norma Gonzales","4.99","2007-02-15 12:53:43.996577","Mike Hillyer",1
1,"Norma Gonzales","3.99","2007-02-16 14:17:56.996577","Jon Stephens",2
1,"Norma Gonzales","4.99","2007-02-19 06:34:55.996577","Jon Stephens",2
1,"Norma Gonzales","2.99","2007-02-19 18:32:49.996577","Mike Hillyer",1
2,"Paula Bryant","2.99","2007-02-14 22:41:17.996577","Jon Stephens",2
2,"Paula Bryant","1.99","2007-02-15 05:21:23.996577","Jon Stephens",2
2,"Paula Bryant","2.99","2007-02-20 11:49:24.996577","Jon Stephens",2
2,"Paula Bryant","0.99","2007-02-21 16:40:36.996577","Jon Stephens",2
1,"Diana Alexander","3.99","2007-02-15 05:40:05.996577","Mike Hillyer",1
1,"Diana Alexander","7.99","2007-02-15 15:53:33.996577","Jon Stephens",2
1,"Diana Alexander","0.99","2007-02-15 17:05:30.996577","Jon Stephens",2
1,"Diana Alexander","0.99","2007-02-18 13:06:03.996577","Mike Hillyer",1
1,"Diana Alexander","5.99","2007-02-20 06:27:53.996577","Jon Stephens",2
1,"Diana Alexander","0.99","2007-02-21 06:27:02.996577","Mike Hillyer",1
1,"Diana Alexander","0.99","2007-02-21 20:28:26.996577","Jon Stephens",2
2,"Annie Russell","2.99","2007-02-17 15:42:26.996577","Jon Stephens",2
2,"Annie Russell","4.99","2007-02-19 17:18:11.996577","Jon Stephens",2
2,"Annie Russell","0.99","2007-02-21 20:14:13.996577","Mike Hillyer",1
1,"Lillian Griffin","3.99","2007-02-15 12:21:58.996577","Mike Hillyer",1
1,"Lillian Griffin","5.99","2007-02-16 03:40:07.996577","Jon Stephens",2
1,"Lillian Griffin","4.99","2007-02-18 01:05:13.996577","Mike Hillyer",1
1,"Lillian Griffin","0.99","2007-02-18 17:30:37.996577","Mike Hillyer",1
1,"Lillian Griffin","4.99","2007-02-19 04:38:10.996577","Jon Stephens",2
1,"Lillian Griffin","4.99","2007-02-21 14:16:14.996577","Jon Stephens",2
2,"Emily Diaz","4.99","2007-02-16 23:41:37.996577","Mike Hillyer",1
2,"Emily Diaz","2.99","2007-02-18 12:38:53.996577","Mike Hillyer",1
1,"Robin Hayes","4.99","2007-02-15 01:52:14.996577","Jon Stephens",2
1,"Robin Hayes","3.99","2007-02-15 10:52:41.996577","Mike Hillyer",1
1,"Robin Hayes","2.99","2007-02-15 16:45:54.996577","Mike Hillyer",1
1,"Robin Hayes","6.99","2007-02-21 21:12:11.996577","Jon Stephens",2
1,"Crystal Ford","2.99","2007-02-15 01:49:26.996577","Jon Stephens",2
1,"Crystal Ford","8.99","2007-02-18 15:49:50.996577","Jon Stephens",2
1,"Gladys Hamilton","4.99","2007-02-15 14:51:04.996577","Jon Stephens",2
1,"Gladys Hamilton","0.99","2007-02-17 18:56:55.996577","Mike Hillyer",1
1,"Gladys Hamilton","0.99","2007-02-18 00:18:53.996577","Mike Hillyer",1
1,"Gladys Hamilton","0.99","2007-02-19 13:26:20.996577","Mike Hillyer",1
1,"Rita Graham","3.99","2007-02-15 07:10:04.996577","Jon Stephens",2
1,"Rita Graham","0.99","2007-02-17 17:59:42.996577","Mike Hillyer",1
1,"Rita Graham","0.99","2007-02-20 03:12:11.996577","Jon Stephens",2
1,"Rita Graham","2.99","2007-02-21 03:52:43.996577","Jon Stephens",2
1,"Dawn Sullivan","3.99","2007-02-16 18:17:44.996577","Jon Stephens",2
1,"Dawn Sullivan","3.99","2007-02-17 09:17:49.996577","Jon Stephens",2
1,"Dawn Sullivan","3.99","2007-02-19 07:37:11.996577","Jon Stephens",2
1,"Connie Wallace","4.99","2007-02-18 06:24:44.996577","Mike Hillyer",1
1,"Connie Wallace","4.99","2007-02-20 09:46:37.996577","Mike Hillyer",1
1,"Florence Woods","2.99","2007-02-15 03:35:58.996577","Jon Stephens",2
1,"Florence Woods","6.99","2007-02-19 11:40:13.996577","Jon Stephens",2
1,"Florence Woods","4.99","2007-02-19 21:49:06.996577","Jon Stephens",2
1,"Florence Woods","3.99","2007-02-20 01:02:49.996577","Jon Stephens",2
1,"Florence Woods","3.99","2007-02-20 10:30:31.996577","Mike Hillyer",1
1,"Florence Woods","0.99","2007-02-20 16:47:55.996577","Jon Stephens",2
1,"Florence Woods","0.99","2007-02-20 20:52:26.996577","Jon Stephens",2
1,"Tracy Cole","4.99","2007-02-15 13:14:14.996577","Jon Stephens",2
1,"Tracy Cole","2.99","2007-02-15 16:42:12.996577","Mike Hillyer",1
1,"Tracy Cole","8.99","2007-02-17 14:15:26.996577","Mike Hillyer",1
1,"Tracy Cole","2.99","2007-02-18 00:55:27.996577","Mike Hillyer",1
1,"Tracy Cole","4.99","2007-02-20 16:33:21.996577","Jon Stephens",2
2,"Edna West","2.99","2007-02-16 02:57:11.996577","Jon Stephens",2
2,"Edna West","3.99","2007-02-17 02:45:10.996577","Jon Stephens",2
2,"Edna West","6.99","2007-02-18 00:19:48.996577","Jon Stephens",2
2,"Edna West","5.99","2007-02-19 10:40:56.996577","Jon Stephens",2
2,"Edna West","5.99","2007-02-20 13:29:45.996577","Jon Stephens",2
2,"Tiffany Jordan","8.99","2007-02-15 23:01:18.996577","Jon Stephens",2
1,"Carmen Owens","6.99","2007-02-16 03:43:18.996577","Mike Hillyer",1
1,"Carmen Owens","2.99","2007-02-17 07:58:31.996577","Jon Stephens",2
1,"Carmen Owens","1.99","2007-02-17 09:58:34.996577","Jon Stephens",2
1,"Carmen Owens","4.99","2007-02-18 06:46:07.996577","Jon Stephens",2
1,"Carmen Owens","2.99","2007-02-20 14:22:25.996577","Jon Stephens",2
1,"Carmen Owens","2.99","2007-02-21 08:30:02.996577","Jon Stephens",2
2,"Rosa Reynolds","4.99","2007-02-16 21:34:02.996577","Mike Hillyer",1
2,"Rosa Reynolds","2.99","2007-02-17 05:19:12.996577","Jon Stephens",2
2,"Rosa Reynolds","4.99","2007-02-18 00:07:11.996577","Mike Hillyer",1
2,"Rosa Reynolds","2.99","2007-02-20 09:39:01.996577","Jon Stephens",2
2,"Cindy Fisher","4.99","2007-02-17 15:14:37.996577","Jon Stephens",2
2,"Cindy Fisher","2.99","2007-02-18 05:16:49.996577","Mike Hillyer",1
2,"Cindy Fisher","2.99","2007-02-19 16:57:36.996577","Mike Hillyer",1
2,"Cindy Fisher","0.99","2007-02-20 08:33:02.996577","Jon Stephens",2
2,"Cindy Fisher","8.99","2007-02-20 16:56:45.996577","Mike Hillyer",1
2,"Cindy Fisher","6.99","2007-02-20 19:49:41.996577","Mike Hillyer",1
2,"Grace Ellis","2.99","2007-02-17 14:04:38.996577","Mike Hillyer",1
2,"Grace Ellis","7.99","2007-02-19 10:42:03.996577","Jon Stephens",2
2,"Grace Ellis","2.99","2007-02-20 14:35:17.996577","Mike Hillyer",1
2,"Grace Ellis","5.99","2007-02-20 18:42:46.996577","Jon Stephens",2
1,"Wendy Harrison","0.99","2007-02-15 12:06:04.996577","Jon Stephens",2
1,"Wendy Harrison","2.99","2007-02-15 21:36:16.996577","Jon Stephens",2
1,"Wendy Harrison","6.99","2007-02-21 05:10:14.996577","Mike Hillyer",1
1,"Victoria Gibson","0.99","2007-02-15 10:04:27.996577","Jon Stephens",2
1,"Victoria Gibson","0.99","2007-02-15 23:14:28.996577","Jon Stephens",2
1,"Victoria Gibson","4.99","2007-02-16 16:18:45.996577","Jon Stephens",2
1,"Victoria Gibson","4.99","2007-02-17 03:48:13.996577","Jon Stephens",2
1,"Victoria Gibson","4.99","2007-02-19 07:52:28.996577","Mike Hillyer",1
1,"Victoria Gibson","3.99","2007-02-19 21:50:00.996577","Mike Hillyer",1
1,"Edith Mcdonald","2.99","2007-02-16 15:47:10.996577","Mike Hillyer",1
1,"Edith Mcdonald","2.99","2007-02-21 00:06:35.996577","Jon Stephens",2
1,"Kim Cruz","4.99","2007-02-16 16:28:03.996577","Jon Stephens",2
1,"Kim Cruz","0.99","2007-02-18 01:40:55.996577","Jon Stephens",2
1,"Kim Cruz","4.99","2007-02-21 02:44:18.996577","Mike Hillyer",1
1,"Sherry Marshall","7.99","2007-02-14 23:05:16.996577","Mike Hillyer",1
1,"Sherry Marshall","2.99","2007-02-17 10:16:57.996577","Jon Stephens",2
1,"Sherry Marshall","5.99","2007-02-21 13:03:17.996577","Jon Stephens",2
2,"Sylvia Ortiz","3.99","2007-02-15 13:18:20.996577","Mike Hillyer",1
2,"Sylvia Ortiz","4.99","2007-02-16 20:03:16.996577","Mike Hillyer",1
2,"Sylvia Ortiz","2.99","2007-02-17 05:23:07.996577","Jon Stephens",2
2,"Sylvia Ortiz","4.99","2007-02-17 22:25:49.996577","Mike Hillyer",1
2,"Sylvia Ortiz","9.99","2007-02-19 17:46:53.996577","Mike Hillyer",1
2,"Sylvia Ortiz","2.99","2007-02-20 17:46:58.996577","Mike Hillyer",1
1,"Josephine Gomez","2.99","2007-02-16 06:44:31.996577","Mike Hillyer",1
1,"Josephine Gomez","1.99","2007-02-16 21:13:29.996577","Mike Hillyer",1
1,"Thelma Murray","0.99","2007-02-15 01:29:46.996577","Mike Hillyer",1
1,"Thelma Murray","7.99","2007-02-15 17:24:00.996577","Jon Stephens",2
1,"Thelma Murray","3.99","2007-02-18 02:56:53.996577","Jon Stephens",2
1,"Thelma Murray","0.99","2007-02-18 03:40:09.996577","Mike Hillyer",1
1,"Thelma Murray","4.99","2007-02-18 19:39:10.996577","Mike Hillyer",1
1,"Thelma Murray","4.99","2007-02-19 04:12:21.996577","Jon Stephens",2
1,"Thelma Murray","1.99","2007-02-19 20:10:12.996577","Jon Stephens",2
2,"Shannon Freeman","4.99","2007-02-15 20:10:43.996577","Jon Stephens",2
2,"Shannon Freeman","0.99","2007-02-16 15:28:40.996577","Mike Hillyer",1
2,"Shannon Freeman","4.99","2007-02-16 16:56:45.996577","Jon Stephens",2
2,"Shannon Freeman","0.99","2007-02-17 06:59:01.996577","Jon Stephens",2
2,"Shannon Freeman","2.99","2007-02-19 04:12:09.996577","Mike Hillyer",1
1,"Sheila Wells","1.99","2007-02-18 09:28:31.996577","Jon Stephens",2
1,"Ethel Webb","2.99","2007-02-15 19:46:24.996577","Mike Hillyer",1
1,"Ethel Webb","3.99","2007-02-18 11:25:32.996577","Mike Hillyer",1
1,"Ethel Webb","7.99","2007-02-19 19:10:01.996577","Mike Hillyer",1
1,"Ethel Webb","4.99","2007-02-20 16:34:23.996577","Mike Hillyer",1
1,"Ellen Simpson","2.99","2007-02-21 19:30:23.996577","Mike Hillyer",1
2,"Elaine Stevens","4.99","2007-02-15 07:34:50.996577","Mike Hillyer",1
2,"Elaine Stevens","2.99","2007-02-16 19:01:13.996577","Jon Stephens",2
2,"Elaine Stevens","3.99","2007-02-18 15:27:24.996577","Jon Stephens",2
1,"Marjorie Tucker","7.99","2007-02-18 22:47:47.996577","Jon Stephens",2
1,"Marjorie Tucker","0.99","2007-02-19 02:12:29.996577","Mike Hillyer",1
1,"Carrie Porter","0.99","2007-02-16 14:03:07.996577","Jon Stephens",2
1,"Carrie Porter","3.99","2007-02-19 13:31:05.996577","Mike Hillyer",1
1,"Carrie Porter","0.99","2007-02-19 16:15:18.996577","Jon Stephens",2
1,"Carrie Porter","4.99","2007-02-19 17:27:19.996577","Jon Stephens",2
1,"Carrie Porter","4.99","2007-02-20 21:24:21.996577","Mike Hillyer",1
1,"Carrie Porter","3.99","2007-02-21 00:11:52.996577","Mike Hillyer",1
1,"Charlotte Hunter","2.99","2007-02-16 06:23:27.996577","Mike Hillyer",1
1,"Charlotte Hunter","2.99","2007-02-17 00:08:13.996577","Jon Stephens",2
1,"Charlotte Hunter","2.99","2007-02-17 22:14:42.996577","Jon Stephens",2
1,"Charlotte Hunter","2.99","2007-02-18 06:06:14.996577","Jon Stephens",2
1,"Charlotte Hunter","2.99","2007-02-19 00:07:30.996577","Mike Hillyer",1
1,"Charlotte Hunter","6.99","2007-02-20 07:06:55.996577","Mike Hillyer",1
2,"Monica Hicks","9.99","2007-02-16 07:41:19.996577","Mike Hillyer",1
2,"Monica Hicks","4.99","2007-02-16 16:30:32.996577","Jon Stephens",2
2,"Esther Crawford","0.99","2007-02-16 22:22:08.996577","Mike Hillyer",1
2,"Esther Crawford","4.99","2007-02-18 00:50:33.996577","Mike Hillyer",1
2,"Esther Crawford","0.99","2007-02-18 13:47:15.996577","Mike Hillyer",1
2,"Esther Crawford","2.99","2007-02-19 05:39:02.996577","Jon Stephens",2
2,"Esther Crawford","4.99","2007-02-20 02:48:40.996577","Jon Stephens",2
2,"Esther Crawford","4.99","2007-02-20 16:51:56.996577","Mike Hillyer",1
1,"Pauline Henry","3.99","2007-02-15 22:46:05.996577","Jon Stephens",2
1,"Pauline Henry","7.99","2007-02-19 09:41:01.996577","Jon Stephens",2
1,"Pauline Henry","0.99","2007-02-20 08:38:55.996577","Mike Hillyer",1
1,"Pauline Henry","0.99","2007-02-21 11:24:14.996577","Jon Stephens",2
1,"Emma Boyd","9.99","2007-02-16 05:37:04.996577","Mike Hillyer",1
1,"Emma Boyd","0.99","2007-02-16 17:53:58.996577","Jon Stephens",2
1,"Emma Boyd","0.99","2007-02-17 01:38:22.996577","Jon Stephens",2
1,"Emma Boyd","5.99","2007-02-21 03:23:47.996577","Mike Hillyer",1
2,"Juanita Mason","0.99","2007-02-15 06:11:24.996577","Jon Stephens",2
2,"Juanita Mason","1.99","2007-02-16 08:58:48.996577","Jon Stephens",2
2,"Juanita Mason","2.99","2007-02-20 03:50:44.996577","Jon Stephens",2
2,"Anita Morales","2.99","2007-02-17 17:42:56.996577","Jon Stephens",2
2,"Rhonda Kennedy","6.99","2007-02-18 18:52:49.996577","Mike Hillyer",1
2,"Rhonda Kennedy","2.99","2007-02-19 17:12:23.996577","Mike Hillyer",1
2,"Rhonda Kennedy","3.99","2007-02-20 11:57:01.996577","Jon Stephens",2
2,"Rhonda Kennedy","5.99","2007-02-21 17:44:35.996577","Mike Hillyer",1
1,"Hazel Warren","0.99","2007-02-15 08:54:49.996577","Jon Stephens",2
1,"Hazel Warren","0.99","2007-02-17 12:29:17.996577","Jon Stephens",2
1,"Hazel Warren","7.99","2007-02-19 13:43:21.996577","Mike Hillyer",1
1,"Amber Dixon","2.99","2007-02-14 22:11:22.996577","Jon Stephens",2
1,"Amber Dixon","2.99","2007-02-16 14:20:58.996577","Mike Hillyer",1
1,"Amber Dixon","0.99","2007-02-19 09:16:08.996577","Mike Hillyer",1
1,"Amber Dixon","7.99","2007-02-19 13:18:08.996577","Jon Stephens",2
1,"Eva Ramos","4.99","2007-02-16 03:19:44.996577","Mike Hillyer",1
1,"Eva Ramos","2.99","2007-02-16 10:37:46.996577","Mike Hillyer",1
1,"Eva Ramos","6.99","2007-02-18 09:22:17.996577","Jon Stephens",2
1,"Eva Ramos","0.99","2007-02-20 20:44:13.996577","Jon Stephens",2
1,"Debbie Reyes","7.99","2007-02-15 03:33:33.996577","Jon Stephens",2
1,"Debbie Reyes","7.99","2007-02-20 00:54:57.996577","Jon Stephens",2
1,"Debbie Reyes","4.99","2007-02-21 17:36:54.996577","Mike Hillyer",1
1,"April Burns","1.99","2007-02-15 05:57:56.996577","Mike Hillyer",1
1,"April Burns","2.99","2007-02-20 23:36:52.996577","Mike Hillyer",1
1,"Leslie Gordon","1.99","2007-02-17 02:56:37.996577","Jon Stephens",2
1,"Leslie Gordon","4.99","2007-02-17 06:12:05.996577","Mike Hillyer",1
1,"Leslie Gordon","3.99","2007-02-18 03:33:34.996577","Jon Stephens",2
1,"Leslie Gordon","0.99","2007-02-19 02:52:18.996577","Mike Hillyer",1
1,"Leslie Gordon","4.99","2007-02-19 03:48:57.996577","Mike Hillyer",1
1,"Clara Shaw","5.99","2007-02-16 19:43:48.996577","Mike Hillyer",1
1,"Clara Shaw","0.99","2007-02-17 06:17:43.996577","Mike Hillyer",1
1,"Clara Shaw","4.99","2007-02-19 15:26:08.996577","Mike Hillyer",1
1,"Clara Shaw","4.99","2007-02-20 09:40:18.996577","Jon Stephens",2
1,"Clara Shaw","2.99","2007-02-20 18:49:43.996577","Mike Hillyer",1
1,"Clara Shaw","2.99","2007-02-21 07:01:52.996577","Mike Hillyer",1
1,"Lucille Holmes","4.99","2007-02-18 04:58:18.996577","Jon Stephens",2
1,"Lucille Holmes","0.99","2007-02-19 05:56:37.996577","Jon Stephens",2
1,"Jamie Rice","7.99","2007-02-15 00:59:38.996577","Jon Stephens",2
1,"Jamie Rice","1.99","2007-02-16 13:44:09.996577","Jon Stephens",2
1,"Jamie Rice","2.99","2007-02-17 17:15:52.996577","Jon Stephens",2
1,"Jamie Rice","3.99","2007-02-18 03:00:54.996577","Mike Hillyer",1
1,"Jamie Rice","2.99","2007-02-18 10:11:06.996577","Mike Hillyer",1
1,"Jamie Rice","0.99","2007-02-19 17:44:22.996577","Mike Hillyer",1
1,"Jamie Rice","4.99","2007-02-20 17:36:26.996577","Mike Hillyer",1
2,"Joanne Robertson","0.99","2007-02-17 22:34:30.996577","Mike Hillyer",1
2,"Joanne Robertson","6.99","2007-02-18 18:05:16.996577","Mike Hillyer",1
2,"Joanne Robertson","2.99","2007-02-19 21:47:08.996577","Jon Stephens",2
2,"Joanne Robertson","5.99","2007-02-20 09:07:36.996577","Jon Stephens",2
1,"Eleanor Hunt","1.99","2007-02-15 20:31:01.996577","Mike Hillyer",1
1,"Eleanor Hunt","6.99","2007-02-15 21:48:52.996577","Jon Stephens",2
1,"Eleanor Hunt","3.99","2007-02-19 15:07:49.996577","Jon Stephens",2
1,"Eleanor Hunt","3.99","2007-02-19 21:05:05.996577","Jon Stephens",2
1,"Eleanor Hunt","5.99","2007-02-19 21:22:27.996577","Jon Stephens",2
1,"Valerie Black","2.99","2007-02-15 22:27:19.996577","Jon Stephens",2
1,"Valerie Black","2.99","2007-02-16 18:47:12.996577","Mike Hillyer",1
1,"Valerie Black","6.99","2007-02-17 09:46:11.996577","Jon Stephens",2
1,"Valerie Black","4.99","2007-02-18 00:10:03.996577","Jon Stephens",2
1,"Valerie Black","5.99","2007-02-18 06:59:44.996577","Mike Hillyer",1
1,"Valerie Black","7.99","2007-02-18 13:46:25.996577","Jon Stephens",2
1,"Valerie Black","0.99","2007-02-19 15:12:44.996577","Mike Hillyer",1
2,"Danielle Daniels","1.99","2007-02-20 21:34:33.996577","Jon Stephens",2
2,"Danielle Daniels","5.99","2007-02-21 19:48:13.996577","Mike Hillyer",1
2,"Megan Palmer","2.99","2007-02-18 19:20:00.996577","Jon Stephens",2
2,"Megan Palmer","2.99","2007-02-20 04:28:47.996577","Jon Stephens",2
2,"Megan Palmer","3.99","2007-02-20 09:37:22.996577","Mike Hillyer",1
2,"Megan Palmer","0.99","2007-02-20 14:25:27.996577","Jon Stephens",2
2,"Megan Palmer","2.99","2007-02-21 13:39:16.996577","Jon Stephens",2
1,"Alicia Mills","4.99","2007-02-19 23:54:52.996577","Mike Hillyer",1
2,"Suzanne Nichols","0.99","2007-02-18 02:02:24.996577","Mike Hillyer",1
2,"Suzanne Nichols","0.99","2007-02-19 08:48:35.996577","Mike Hillyer",1
2,"Suzanne Nichols","4.99","2007-02-20 00:50:34.996577","Mike Hillyer",1
2,"Suzanne Nichols","5.99","2007-02-20 04:17:53.996577","Mike Hillyer",1
2,"Michele Grant","0.99","2007-02-17 07:37:57.996577","Mike Hillyer",1
2,"Michele Grant","4.99","2007-02-20 00:07:05.996577","Mike Hillyer",1
2,"Michele Grant","2.99","2007-02-20 07:13:34.996577","Mike Hillyer",1
1,"Gail Knight","1.99","2007-02-15 22:23:53.996577","Jon Stephens",2
1,"Gail Knight","7.99","2007-02-16 00:45:13.996577","Mike Hillyer",1
1,"Gail Knight","7.99","2007-02-17 11:36:34.996577","Mike Hillyer",1
1,"Gail Knight","4.99","2007-02-19 22:37:51.996577","Mike Hillyer",1
1,"Gail Knight","4.99","2007-02-21 14:26:51.996577","Jon Stephens",2
1,"Bertha Ferguson","9.99","2007-02-17 16:13:35.996577","Jon Stephens",2
1,"Bertha Ferguson","0.99","2007-02-18 01:53:22.996577","Jon Stephens",2
1,"Bertha Ferguson","4.99","2007-02-19 09:12:08.996577","Mike Hillyer",1
1,"Bertha Ferguson","0.99","2007-02-19 16:53:33.996577","Mike Hillyer",1
2,"Darlene Rose","0.99","2007-02-18 09:59:22.996577","Jon Stephens",2
1,"Veronica Stone","0.99","2007-02-15 13:41:36.996577","Mike Hillyer",1
1,"Veronica Stone","4.99","2007-02-16 18:27:06.996577","Jon Stephens",2
1,"Veronica Stone","6.99","2007-02-17 12:13:35.996577","Jon Stephens",2
1,"Veronica Stone","8.99","2007-02-20 23:03:22.996577","Jon Stephens",2
1,"Jill Hawkins","0.99","2007-02-16 11:08:54.996577","Mike Hillyer",1
1,"Jill Hawkins","0.99","2007-02-19 02:49:52.996577","Mike Hillyer",1
2,"Erin Dunn","4.99","2007-02-18 07:31:45.996577","Jon Stephens",2
2,"Erin Dunn","2.99","2007-02-18 18:35:28.996577","Mike Hillyer",1
